artist,track_name,ms_played
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,184762
Powfu & Beabadoobee,Death Bed,175341
Olivia Rodrigo,Deja Vu,223579
Elton John & Dua Lipa,Cold Heart,71556
Ariana Grande,Positions,258059
Apache 207,Roller,205742
Coldplay & BTS,My Universe,210749
Olivia Rodrigo,Traitor,71315
The Kid LAROI & Justin Bieber,Stay,245150
Morgan Wallen,Sand In My Boots,157672
SAINt JHN,Roses,273250
Surf Mesa & Emilee,ILY (I Love You Baby),4193
Shouse,Love Tonight,74183
Morgan Wallen,You Proof,62178
Roddy Ricch,The Box,126816
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,812
JVKE,golden hour,215842
Pop Smoke,What You Know Bout Love,219507
Future & Drake & Tems,WAIT FOR U,196013
Taylor Swift,Lavender Haze,22830
Kelly Clarkson,Underneath The Tree,9339
Nat King Cole,The Christmas Song (Merry Christmas To You),201622
DJ Ti.sto & Ava Max,The Motto,94569
The Killers,Mr Brightside,24440
Lewis Capaldi,Before You Go,16655
Meghan Trainor,Made You Look,66000
Olivia Rodrigo,Deja Vu,107171
Morgan Wallen,Thinkin' Bout Me,176897
Dove Cameron,Boyfriend,115487
Walker Hayes,Fancy Like,296219
Nicki Minaj,Super Freaky Girl,11565
Lost Frequencies & Calum Scott,Where Are You Now,223745
The Killers,Mr Brightside,114036
Bobby Helms,Jingle Bell Rock,199477
Olivia Rodrigo,Vampire,141487
Pop Smoke & Lil Baby & DaBaby,For The Night,128921
Harry Styles,As It Was,127735
CJ,Whoopty,130943
Brenda Lee,Rockin' Around The Christmas Tree,166611
David Kushner,Daylight,57041
Kelly Clarkson,Underneath The Tree,47925
Coldplay & BTS,My Universe,211294
Rosa Linn,Snap,35899
Bobby Helms,Jingle Bell Rock,13262
Elton John & Dua Lipa,Cold Heart,224741
The Killers,Mr Brightside,18755
Justin Bieber,Ghost,82143
David Guetta & Bebe Rexha,I'm Good (Blue),97600
Drake & 21 Savage & Project Pat,Knife Talk,258188
Fifty Fifty,Cupid,59923
Latto,Big Energy,165367
Post Malone,Circles,60264
Nat King Cole,The Christmas Song (Merry Christmas To You),245446
Coldplay & BTS,My Universe,92770
The Killers,Mr Brightside,101739
Lil Tjay & 6LACK,Calling My Phone,51850
Adele,Easy On Me,195112
Morgan Wallen,Sand In My Boots,288911
Imagine Dragons & JID,Enemy,167329
The Weeknd,Blinding Lights,185012
Nat King Cole,The Christmas Song (Merry Christmas To You),632
Arizona Zervas,Roxanne,50421
Maneskin,Beggin',235331
Cardi B,Up,208202
Nathan Evans,Wellerman,167210
Sam Smith & Kim Petras,Unholy,82624
Rema & Selena Gomez,Calm Down,114048
Tate McRae,She's All I Wanna Be,247060
Justin Bieber,Ghost,250605
Toosii,Favorite Song,253782
Lil Tjay & 6LACK,Calling My Phone,252734
Eslabon Armado & Peso Pluma,Ella Baila Sola,32790
Coi Leray,Players,199326
Beyonce,Break My Soul,224018
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,142389
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,152458
Lil Nas X,Montero (Call Me By Your Name),202456
Bobby Helms,Jingle Bell Rock,151692
Tom Odell,Another Love,163362
Lady Gaga & Ariana Grande,Rain On Me,11283
Drake & 21 Savage,Jimmy Cooks,154498
Olivia Rodrigo,Good 4 U,198236
Michael Buble,It's Beginning To Look A Lot Like Christmas,46179
Eslabon Armado & Peso Pluma,Ella Baila Sola,145252
The Weeknd,Blinding Lights,192621
DaBaby & Roddy Ricch,Rockstar,271385
Camila Cabello & Ed Sheeran,Bam Bam,146649
Lewis Capaldi,Before You Go,40785
Burl Ives,A Holly Jolly Christmas,48598
Fifty Fifty,Cupid,73489
Tones & I,Dance Monkey,96314
Apache 207,Roller,126650
The Weeknd,Take My Breath,66174
Apache 207,Roller,55859
Maren Morris,The Bones,240226
Kane Brown With Katelyn Brown,Thank God,77786
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,226875
Acraze & Cherish,Do It To It,106681
Lil Nas X,Thats What I Want,178883
Lizzo,About Damn Time,189579
Morgan Wallen,Thought You Should Know,225391
Morgan Wallen,Wasted On You,72230
Burl Ives,A Holly Jolly Christmas,70521
Beyonce,Cuff It,195755
The Kid LAROI & Justin Bieber,Stay,284432
Olivia Rodrigo,Good 4 U,8246
Harry Styles,Watermelon Sugar,64952
Olivia Rodrigo,Drivers License,184637
Rosa Linn,Snap,66256
Taylor Swift,Lavender Haze,286800
Giveon,Heartbreak Anniversary,215779
Post Malone & Doja Cat,I Like You (A Happier Song),260997
Apache 207,Roller,47622
Post Malone & Doja Cat,I Like You (A Happier Song),211939
Lizzo,About Damn Time,26336
Ariana Grande,Positions,98427
David Guetta & Bebe Rexha,I'm Good (Blue),124496
Justin Bieber,Ghost,272684
SZA,Snooze,197674
Tom Odell,Another Love,189699
Coi Leray,Players,31122
Trevor Daniel,Falling,141056
Billie Eilish,Bad Guy,253410
Morgan Wallen,Thought You Should Know,211606
Camila Cabello & DaBaby,My Oh My,15823
Olivia Rodrigo,Good 4 U,79585
Justin Bieber & Quavo,Intentions,40118
Morgan Wallen,Thinkin' Bout Me,215552
SAINt JHN,Roses (Imanbek Remix),128118
Doja Cat,Paint The Town Red,276293
Nicki Minaj,Super Freaky Girl,155007
Pop Smoke & Lil Baby & DaBaby,For The Night,16328
Ed Sheeran,Bad Habits,52764
Taylor Swift,Cruel Summer,83549
The Kid LAROI & Justin Bieber,Stay,186287
Morgan Wallen,Sand In My Boots,194324
Drake & Future & Young Thug,Way 2 Sexy,94464
Chris Brown,Under The Influence,56170
Rosa Linn,Snap,267145
The Weeknd,Blinding Lights,128868
Libianca,People,13796
Dove Cameron,Boyfriend,204990
Morgan Wallen,You Proof,34899
Dua Lipa,Break My Heart,116218
Kane Brown With Katelyn Brown,Thank God,96141
Tate McRae,Greedy,93945
Doja Cat & SZA,Kiss Me More,90496
The Weeknd & Ariana Grande,Save Your Tears,297707
Tate McRae,Greedy,16007
Walker Hayes,Fancy Like,33535
Gabby Barrett & Charlie Puth,I Hope,59188
Lil Tjay & 6LACK,Calling My Phone,94459
Jack Harlow,First Class,265688
Chris Brown,Under The Influence,109830
Internet Money & Gunna & Don Toliver & NAV,Lemonade,256508
Luke Combs,Fast Car,142510
Saweetie & Doja Cat,Best Friend,236887
Doja Cat & The Weeknd,You Right,217434
Sam Smith & Kim Petras,Unholy,219625
Justin Bieber & Daniel Caesar & Giveon,Peaches,229441
Fifty Fifty,Cupid,255997
Lil Durk & J Cole,All My Life,225162
Gayle,abcdefu,206858
Rihanna,Lift Me Up,259748
Olivia Rodrigo,Vampire,214567
Michael Buble,It's Beginning To Look A Lot Like Christmas,175816
Bad Bunny,Titi me pregunto,167170
Dua Lipa,Dance The Night,60875
Lil Nas X,Montero (Call Me By Your Name),236037
Lewis Capaldi,Someone You Loved,200425
Kate Bush,Running Up That Hill (A Deal With God),44523
Drake & 21 Savage & Project Pat,Knife Talk,240659
Adele,Easy On Me,215930
Taylor Swift,Cruel Summer,19652
Acraze & Cherish,Do It To It,115123
Luke Combs,Forever After All,157449
Zach Bryan,Something In The Orange,46747
Jordan Davis & Luke Bryan,Buy Dirt,75612
Miley Cyrus,Midnight Sky,58852
Tate McRae,Greedy,60956
Taylor Swift,Anti-Hero,255540
Elton John & Dua Lipa,Cold Heart,150940
Tom Odell,Another Love,18900
JVKE,golden hour,239563
The Kid LAROI,Without You,244449
Rihanna,Lift Me Up,78030
Elton John & Dua Lipa,Cold Heart,113595
Future & Drake,Life Is Good,33662
Gunna,Fukumean,221844
Kate Bush,Running Up That Hill (A Deal With God),233401
Bad Bunny & Jhay Cortez,Dakiti,296297
Morgan Wallen,Wasted On You,276097
Lizzo,About Damn Time,1633
Maren Morris,The Bones,752
Bad Bunny & Jhay Cortez,Dakiti,275777
David Guetta & Bebe Rexha,I'm Good (Blue),39319
Billie Eilish,Bad Guy,118816
Topic & A7S,Breaking Me,72604
Beyonce,Cuff It,289837
Luke Combs,Forever After All,126963
Bailey Zimmerman,Rock And A Hard Place,192677
Taylor Swift,Cruel Summer,99283
Nicky Youre & dazy,Sunroof,173585
Miley Cyrus,Flowers,67277
Internet Money & Gunna & Don Toliver & NAV,Lemonade,150077
Stephen Sanchez,Until I Found You,112038
Topic & A7S,Breaking Me,19872
Taylor Swift,Lavender Haze,98531
David Kushner,Daylight,56391
Doja Cat,Woman,19185
Post Malone & Doja Cat,I Like You (A Happier Song),136657
Olivia Rodrigo,Vampire,292380
Future & Drake,Life Is Good,231695
Drake & 21 Savage,Rich Flex,147057
Metro Boomin, The Weeknd & 21 Savage,Creepin',270996
The Kid LAROI & Justin Bieber,Stay,74580
The Kid LAROI & Justin Bieber,Stay,27615
Nicky Youre & dazy,Sunroof,86491
Ed Sheeran,Eyes Closed,217118
Rema,Calm Down,5630
OneRepublic,I Ain't Worried,86382
Nat King Cole,The Christmas Song (Merry Christmas To You),140358
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,32886
Ed Sheeran,Bad Habits,167063
Joji,Glimpse Of Us,78230
Jelly Roll,Need A Favor,77649
Trevor Daniel,Falling,271119
Nicky Youre & dazy,Sunroof,149731
Mariah Carey,All I Want For Christmas Is You,12510
Ed Sheeran,Eyes Closed,275123
Maneskin,Beggin',47526
Lil Nas & Jack Harlow,Industry Baby,131355
Rosa Linn,Snap,151346
Brenda Lee,Rockin' Around The Christmas Tree,16029
Dove Cameron,Boyfriend,4441
Eslabon Armado & Peso Pluma,Ella Baila Sola,27349
Lewis Capaldi,Someone You Loved,267938
Harry Styles,Adore You,187608
Metro Boomin, The Weeknd & 21 Savage,Creepin',10899
Tate McRae,She's All I Wanna Be,67319
David Kushner,Daylight,182873
Tate McRae,You Broke Me First,104559
Post Malone,Circles,9199
SZA,Kill Bill,183514
Gayle,abcdefu,260357
CKay,Love Nwantiti,236904
Nicki Minaj,Super Freaky Girl,120959
David Guetta & Bebe Rexha,I'm Good (Blue),240695
Dua Lipa,Break My Heart,212262
Rema,Calm Down,294988
Kelly Clarkson,Underneath The Tree,232468
Bad Bunny,Titi me pregunto,125380
Drake & Future & Young Thug,Way 2 Sexy,176948
Libianca,People,206858
Surf Mesa & Emilee,ILY (I Love You Baby),160086
Fifty Fifty,Cupid,254793
Billie Eilish,Happier Than Ever,2680
Nat King Cole,The Christmas Song (Merry Christmas To You),246342
Metro Boomin, The Weeknd & 21 Savage,Creepin',110399
Trevor Daniel,Falling,200028
Harry Styles,As It Was,71272
CJ,Whoopty,86995
Luke Combs,The Kind of Love We Make,242952
Cardi B,Up,94637
Trevor Daniel,Falling,137170
Doja Cat,Paint The Town Red,126946
Lil Nas X,Montero (Call Me By Your Name),152203
Imagine Dragons & JID,Enemy,283153
Doja Cat,Paint The Town Red,67235
Morgan Wallen,Wasted On You,291144
Rema & Selena Gomez,Calm Down,15065
Doja Cat,Need To Know,45212
The Weeknd & Ariana Grande,Save Your Tears,238115
Rema,Calm Down,27478
Drake & 21 Savage & Project Pat,Knife Talk,50428
Latto,Big Energy,234713
Lil Nas & Jack Harlow,Industry Baby,192606
Kelly Clarkson,Underneath The Tree,33007
Dua Lipa,Dance The Night,71414
DJ Ti.sto,The Business,234193
Metro Boomin, The Weeknd & 21 Savage,Creepin',74232
Nicky Youre & dazy,Sunroof,205870
Lil Nas & Jack Harlow,Industry Baby,189385
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,262901
Kelly Clarkson,Underneath The Tree,46375
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),68532
Billie Eilish,Bad Guy,146394
The Weeknd,Take My Breath,280395
Lil Mosey,Blueberry Faygo,213524
Harry Styles,Adore You,187995
Olivia Rodrigo,Drivers License,267654
Olivia Rodrigo,Vampire,54526
Morgan Wallen,Thinkin' Bout Me,183747
Gabby Barrett & Charlie Puth,I Hope,145600
Miley Cyrus,Flowers,291181
Topic & A7S,Breaking Me,106180
Jose Feliciano,Feliz Navidad,103204
Apache 207,Roller,298478
Fireboy DML & Ed Sheeran,Peru,10031
Miley Cyrus,Midnight Sky,42674
Justin Bieber & Chance The Rapper,Holy,65611
BTS,Butter,150166
Trevor Daniel,Falling,88896
Lizzo,About Damn Time,94515
Maneskin,Beggin',150095
Saweetie & Doja Cat,Best Friend,168120
Justin Bieber & Chance The Rapper,Holy,162522
WizKid & Justin Bieber & Tems,Essence,242310
Raye & 070 Shake,Escapism,201584
Walker Hayes,Fancy Like,63389
David Kushner,Daylight,69543
Lady Gaga & Ariana Grande,Rain On Me,42448
Tate McRae,Greedy,260610
Andy Williams,It's The Most Wonderful Time Of The Year,137342
Lost Frequencies & Calum Scott,Where Are You Now,270981
The Weeknd,Take My Breath,19247
Dove Cameron,Boyfriend,207381
Harry Styles,Late Night Talking,211420
Cole Swindell,She Had Me At Heads Carolina,155151
Andy Williams,It's The Most Wonderful Time Of The Year,143107
The Weeknd,Blinding Lights,53717
SZA,Snooze,63534
Ed Sheeran,Eyes Closed,86900
Morgan Wallen,Sand In My Boots,268862
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,238544
Olivia Rodrigo,Deja Vu,214831
Lil Uzi Vert,Just Wanna Rock,242716
Trevor Daniel,Falling,246443
The Ronettes,Sleigh Ride,134337
Rema & Selena Gomez,Calm Down,149107
Topic & A7S,Breaking Me,163977
Ed Sheeran,Bad Habits,165043
Eslabon Armado & Peso Pluma,Ella Baila Sola,32080
Olivia Rodrigo,Good 4 U,249504
Kate Bush,Running Up That Hill (A Deal With God),54317
Kelly Clarkson,Underneath The Tree,202900
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,21432
Lil Nas X,Montero (Call Me By Your Name),28347
Coi Leray,Players,164742
Kodak Black,Super Gremlin,211512
DJ Ti.sto & Ava Max,The Motto,239519
Andy Williams,It's The Most Wonderful Time Of The Year,131119
Glass Animals,Heat Waves,133977
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,56366
Rema,Calm Down,103700
OneRepublic,I Ain't Worried,165744
Jelly Roll,Need A Favor,120842
BTS,Dynamite,35920
Latto,Big Energy,260132
Toosii,Favorite Song,263098
Luke Combs,Fast Car,206181
The Weeknd,Take My Breath,143505
Drake & Future & Young Thug,Way 2 Sexy,194519
Doja Cat,Paint The Town Red,40899
Lady Gaga & Ariana Grande,Rain On Me,116934
DJ Ti.sto & Ava Max,The Motto,12337
The Weeknd,Take My Breath,292078
Kelly Clarkson,Underneath The Tree,77400
Lil Nas X,Montero (Call Me By Your Name),200972
Jelly Roll,Need A Favor,232785
Doja Cat,Woman,299954
Dua Lipa & DaBaby,Levitating,49566
Lewis Capaldi,Someone You Loved,15961
Morgan Wallen,Wasted On You,173821
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,34676
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,57605
Miguel,Sure Thing,41636
Rema,Calm Down,167853
Lost Frequencies & Calum Scott,Where Are You Now,267492
The Weeknd & Ariana Grande,Save Your Tears,294124
WizKid & Justin Bieber & Tems,Essence,162769
Stephen Sanchez,Until I Found You,166351
Maren Morris,The Bones,44130
Shouse,Love Tonight,141763
Giveon,Heartbreak Anniversary,42316
Roddy Ricch,The Box,151718
Acraze & Cherish,Do It To It,39436
Maren Morris,The Bones,79390
Ed Sheeran,Bad Habits,143444
SZA,Kill Bill,82992
Doja Cat & Nicki Minaj,Say So,122774
Giveon,Heartbreak Anniversary,115687
Pop Smoke,What You Know Bout Love,170296
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),164699
Bad Bunny,Titi me pregunto,248518
Morgan Wallen,Wasted On You,224021
OneRepublic,I Ain't Worried,41973
Lewis Capaldi,Before You Go,49534
The Weeknd,Blinding Lights,73483
Kane Brown With Katelyn Brown,Thank God,278557
Drake & Lil Durk,Laugh Now Cry Later,144461
Kelly Clarkson,Underneath The Tree,195445
Justin Bieber & Daniel Caesar & Giveon,Peaches,127565
Sam Smith & Kim Petras,Unholy,222676
Taylor Swift,Cruel Summer,63029
Harry Styles,Adore You,132342
Taylor Swift,Lavender Haze,294715
Billie Eilish,Happier Than Ever,50469
Olivia Rodrigo,Traitor,131116
Nat King Cole,The Christmas Song (Merry Christmas To You),270972
Giveon,Heartbreak Anniversary,158405
Lil Nas X,Montero (Call Me By Your Name),227121
Gunna,Fukumean,110413
Tones & I,Dance Monkey,250371
Meghan Trainor,Made You Look,147267
Mariah Carey,All I Want For Christmas Is You,20499
Trevor Daniel,Falling,173603
Coi Leray,Players,109722
Kate Bush,Running Up That Hill (A Deal With God),44569
Dua Lipa & DaBaby,Levitating,187029
The Kid LAROI & Justin Bieber,Stay,22911
Stephen Sanchez,Until I Found You,192395
Nathan Evans,Wellerman,122431
Billie Eilish,Bad Guy,293053
24kGoldn & Iann Dior,Mood,103075
Latto,Big Energy,65613
Topic & A7S,Breaking Me,69357
Harry Styles,Adore You,243868
Bobby Helms,Jingle Bell Rock,265793
Zach Bryan & Kacey Musgraves,I Remember Everything,17255
Rosa Linn,Snap,85881
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,98010
Walker Hayes,Fancy Like,239179
Morgan Wallen,Thought You Should Know,171786
Taylor Swift,Cruel Summer,293803
Morgan Wallen,Last Night,163107
Joel Corry & MNEK,Head & Heart,201498
CKay,Love Nwantiti,5818
Post Malone,Chemical,57337
Ariana Grande,Positions,55137
Burl Ives,A Holly Jolly Christmas,215137
Justin Bieber,Ghost,218649
Harry Styles,Watermelon Sugar,170523
Giveon,Heartbreak Anniversary,221692
Apache 207,Roller,243480
Latto,Big Energy,124191
Olivia Rodrigo,Deja Vu,104675
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,257334
Doja Cat & Nicki Minaj,Say So,121594
Fireboy DML & Ed Sheeran,Peru,49876
Oliver Tree & Robin Schulz,Miss You,239110
The Kid LAROI & Justin Bieber,Stay,106125
Fireboy DML & Ed Sheeran,Peru,135075
DJ Ti.sto & Ava Max,The Motto,186995
Powfu & Beabadoobee,Death Bed,286554
Andy Williams,It's The Most Wonderful Time Of The Year,71887
Libianca,People,226362
The Ronettes,Sleigh Ride,227733
BTS,Dynamite,129305
Acraze & Cherish,Do It To It,256574
Ariana Grande,Positions,242322
Surf Mesa & Emilee,ILY (I Love You Baby),17154
Morgan Wallen,Sand In My Boots,276482
Miley Cyrus,Flowers,81316
Rosa Linn,Snap,245942
Acraze & Cherish,Do It To It,190248
The Weeknd & Ariana Grande,Die For You,63808
Harry Styles,As It Was,67947
Doja Cat,Vegas,117744
Drake & 21 Savage,Jimmy Cooks,213219
Post Malone & The Weeknd,One Right Now,147619
Billie Eilish,Therefore I Am,125532
Drake & 21 Savage & Project Pat,Knife Talk,102994
Drake,Toosie Slide,105037
Ava Max,Kings & Queens,284951
Zach Bryan,Something In The Orange,98211
Dua Lipa,Break My Heart,149862
Powfu & Beabadoobee,Death Bed,216326
Cole Swindell,She Had Me At Heads Carolina,132785
Kate Bush,Running Up That Hill (A Deal With God),164567
Olivia Rodrigo,Traitor,118988
Morgan Wallen,Last Night,246880
Bailey Zimmerman,Rock And A Hard Place,89477
Doja Cat,Need To Know,85097
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,254365
Billie Eilish,Happier Than Ever,88261
BTS,Butter,210775
Nicki Minaj & Ice Spice with Aqua,Barbie World,225212
The Killers,Mr Brightside,280606
Lil Nas X,Montero (Call Me By Your Name),206254
Pop Smoke,What You Know Bout Love,270387
Drake,Toosie Slide,131590
Doja Cat & The Weeknd,You Right,186015
Sam Smith & Kim Petras,Unholy,90910
Rosa Linn,Snap,4376
Fireboy DML & Ed Sheeran,Peru,87359
Pop Smoke & Lil Baby & DaBaby,For The Night,299919
Tones & I,Dance Monkey,134943
Dua Lipa,Dance The Night,219959
The Weeknd & Ariana Grande,Die For You,204532
Doja Cat,Vegas,244291
Apache 207,Roller,61883
DJ Ti.sto & Ava Max,The Motto,197307
Justin Bieber,Ghost,96466
SZA,Snooze,105954
Doja Cat & SZA,Kiss Me More,195769
Olivia Rodrigo,Drivers License,159677
Beyonce,Break My Soul,14736
Lil Nas X,Montero (Call Me By Your Name),149559
Justin Bieber & Daniel Caesar & Giveon,Peaches,253043
Lewis Capaldi,Someone You Loved,93599
Farruko,Pepas,200115
Lil Durk & J Cole,All My Life,258387
Toosii,Favorite Song,171531
Toosii,Favorite Song,274146
Beyonce,Cuff It,91815
Dua Lipa,Don't Start Now,257507
Justin Bieber,Ghost,3303
Tones & I,Dance Monkey,122119
David Kushner,Daylight,111164
Billie Eilish,Therefore I Am,110998
Taylor Swift,Lavender Haze,41414
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,44476
Chris Brown,Under The Influence,112099
Dua Lipa & DaBaby,Levitating,131796
Ava Max,Kings & Queens,46102
Lewis Capaldi,Someone You Loved,200329
DaBaby & Roddy Ricch,Rockstar,255406
BTS,Butter,18838
Kelly Clarkson,Underneath The Tree,62497
Em Beihold,Numb Little Bug,91418
BTS,Butter,183332
The Killers,Mr Brightside,135373
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,265834
Nicki Minaj & Ice Spice with Aqua,Barbie World,242624
Raye & 070 Shake,Escapism,47990
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,255539
Justin Bieber & Daniel Caesar & Giveon,Peaches,126700
Olivia Rodrigo,Traitor,264751
Kane Brown With Katelyn Brown,Thank God,38942
Lil Tjay & 6LACK,Calling My Phone,93537
Justin Bieber & Quavo,Intentions,29875
Lil Nas X,Montero (Call Me By Your Name),24479
Shouse,Love Tonight,74954
Chris Brown & Young Thug,Go Crazy,112177
Lil Nas X,Thats What I Want,178962
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),261265
Olivia Rodrigo,Drivers License,213910
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,116437
Beyonce,Cuff It,167838
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,251767
The Weeknd,Blinding Lights,86575
Ariana Grande,Santa Tell Me,230224
Rosa Linn,Snap,11066
Nicki Minaj,Super Freaky Girl,169568
Gabby Barrett & Charlie Puth,I Hope,157254
Kane Brown With Katelyn Brown,Thank God,204134
Harry Styles,As It Was,57664
Tate McRae,You Broke Me First,59445
Acraze & Cherish,Do It To It,205480
Glass Animals,Heat Waves,100777
Ariana Grande,Positions,122592
David Kushner,Daylight,25996
Lil Mosey,Blueberry Faygo,85888
Saweetie & Doja Cat,Best Friend,36990
Jordan Davis & Luke Bryan,Buy Dirt,267157
Walker Hayes,Fancy Like,23329
Rema & Selena Gomez,Calm Down,80195
Rosa Linn,Snap,146899
Tones & I,Dance Monkey,105399
Olivia Rodrigo,Deja Vu,239301
Harry Styles,Watermelon Sugar,55694
Tom Odell,Another Love,207708
Nicki Minaj & Ice Spice with Aqua,Barbie World,274847
Beyonce,Cuff It,22624
Pop Smoke & Lil Baby & DaBaby,For The Night,113028
Internet Money & Gunna & Don Toliver & NAV,Lemonade,81688
Taylor Swift,Cruel Summer,69881
Meghan Trainor,Made You Look,148423
Camila Cabello & DaBaby,My Oh My,150731
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,201652
Pop Smoke,What You Know Bout Love,143026
Jack Harlow,First Class,174314
Lil Tjay & 6LACK,Calling My Phone,83865
Fifty Fifty,Cupid,290535
Acraze & Cherish,Do It To It,40727
The Weeknd,Blinding Lights,165865
Taylor Swift,Cruel Summer,216785
Stephen Sanchez,Until I Found You,278036
Cole Swindell,She Had Me At Heads Carolina,27927
Doja Cat,Vegas,202895
Doja Cat & The Weeknd,You Right,191436
Ed Sheeran,Eyes Closed,198594
Steve Lacy,Bad Habit,214970
Dua Lipa & DaBaby,Levitating,8803
Drake & 21 Savage,Rich Flex,170103
Billie Eilish,Happier Than Ever,23621
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,26331
Pop Smoke,What You Know Bout Love,98547
Miley Cyrus,Midnight Sky,190725
Luke Combs,The Kind of Love We Make,91841
Giveon,Heartbreak Anniversary,145782
Taylor Swift,Cruel Summer,85058
Camila Cabello & Ed Sheeran,Bam Bam,157478
Lewis Capaldi,Before You Go,134485
Bad Bunny,Titi me pregunto,201926
Nicky Youre & dazy,Sunroof,93136
Lost Frequencies & Calum Scott,Where Are You Now,66086
Kenya Grace,Strangers,18930
Miguel,Sure Thing,2894
Farruko,Pepas,299956
Zach Bryan & Kacey Musgraves,I Remember Everything,145934
Cole Swindell,She Had Me At Heads Carolina,161677
Meghan Trainor,Made You Look,97978
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,77345
Bad Bunny & Chencho Corleone,Me porto bonito,222660
Walker Hayes,Fancy Like,80426
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,242578
Raye & 070 Shake,Escapism,144327
Drake & 21 Savage & Project Pat,Knife Talk,85381
Bailey Zimmerman,Rock And A Hard Place,192569
SAINt JHN,Roses (Imanbek Remix),216171
Lizzo,About Damn Time,210256
Raye & 070 Shake,Escapism,21256
Post Malone,Circles,11208
Camila Cabello & DaBaby,My Oh My,36022
Steve Lacy,Bad Habit,73298
Nathan Evans,Wellerman,108122
Internet Money & Gunna & Don Toliver & NAV,Lemonade,287741
Ariana Grande,Santa Tell Me,277071
Lil Durk & J Cole,All My Life,167985
Harry Styles,Late Night Talking,221363
Chris Brown,Under The Influence,11777
Future & Drake,Life Is Good,3358
Bad Bunny & Jhay Cortez,Dakiti,225523
Post Malone,Chemical,4544
David Kushner,Daylight,173922
The Weeknd & Ariana Grande,Die For You,257714
Bobby Helms,Jingle Bell Rock,34279
Brenda Lee,Rockin' Around The Christmas Tree,191008
Post Malone,Circles,177127
Steve Lacy,Bad Habit,179392
David Kushner,Daylight,289825
Billie Eilish,everything i wanted,32235
Luke Combs,The Kind of Love We Make,128908
Chris Brown & Young Thug,Go Crazy,225703
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,131266
Imagine Dragons & JID,Enemy,207134
Toosii,Favorite Song,234020
Doja Cat,Need To Know,195043
Topic & A7S,Breaking Me,211996
Arizona Zervas,Roxanne,139914
Dua Lipa & DaBaby,Levitating,148932
Ava Max,Kings & Queens,27840
Lizzo,About Damn Time,268875
Meghan Trainor,Made You Look,133909
Taylor Swift,Cruel Summer,245918
Chris Brown & Young Thug,Go Crazy,13892
Walker Hayes,Fancy Like,67118
Pop Smoke,What You Know Bout Love,77980
Morgan Wallen,Last Night,166418
Adele,Easy On Me,107597
Miley Cyrus,Midnight Sky,111293
Jelly Roll,Need A Favor,101672
Nat King Cole,The Christmas Song (Merry Christmas To You),114308
Fifty Fifty,Cupid,70380
Doja Cat & Nicki Minaj,Say So,77441
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,143997
Morgan Wallen,Thought You Should Know,83587
Fireboy DML & Ed Sheeran,Peru,69134
Ed Sheeran,Bad Habits,83314
Harry Styles,Adore You,222912
Morgan Wallen,Thought You Should Know,140332
Internet Money & Gunna & Don Toliver & NAV,Lemonade,105524
CKay,Love Nwantiti,292958
Olivia Rodrigo,Drivers License,231906
DaBaby & Roddy Ricch,Rockstar,166206
Coi Leray,Players,88517
Jose Feliciano,Feliz Navidad,223858
Ariana Grande,Santa Tell Me,286214
Topic & A7S,Breaking Me,124449
The Ronettes,Sleigh Ride,230234
Post Malone,Chemical,283341
