artist,track_name,ms_played
Topic & A7S,Breaking Me,13412
BTS,Butter,260674
Harry Styles,Late Night Talking,265744
Mariah Carey,All I Want For Christmas Is You,74055
Lil Uzi Vert,Just Wanna Rock,286912
Bad Bunny & Jhay Cortez,Dakiti,28076
Beyonce,Break My Soul,67505
Latto,Big Energy,122882
Morgan Wallen,Sand In My Boots,210171
Maren Morris,The Bones,35419
Post Malone & The Weeknd,One Right Now,94497
Glass Animals,Heat Waves,14389
Ariana Grande,Santa Tell Me,270845
Bailey Zimmerman,Rock And A Hard Place,272394
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,136347
Cole Swindell,She Had Me At Heads Carolina,72633
Bad Bunny & Jhay Cortez,Dakiti,84159
Sam Smith & Kim Petras,Unholy,201451
Camila Cabello & DaBaby,My Oh My,148608
Bobby Helms,Jingle Bell Rock,185087
Doja Cat,Woman,32588
OneRepublic,I Ain't Worried,206575
Coi Leray,Players,150444
DJ Ti.sto,The Business,46641
Doja Cat & The Weeknd,You Right,250086
Joel Corry & MNEK,Head & Heart,82849
Olivia Rodrigo,Traitor,183601
Doja Cat & The Weeknd,You Right,237824
Zach Bryan,Something In The Orange,62509
Dua Lipa & DaBaby,Levitating,105408
Burl Ives,A Holly Jolly Christmas,236862
Jose Feliciano,Feliz Navidad,249414
Doja Cat,Woman,152093
Maren Morris,The Bones,251065
Nicki Minaj,Super Freaky Girl,2460
Lady Gaga & Ariana Grande,Rain On Me,56783
Joel Corry & MNEK,Head & Heart,19374
The Weeknd,Blinding Lights,69641
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,71605
Chris Brown,Under The Influence,289776
Morgan Wallen,Last Night,135828
Bad Bunny,Titi me pregunto,138073
Jelly Roll,Need A Favor,213134
Lil Tjay & 6LACK,Calling My Phone,264250
DaBaby & Roddy Ricch,Rockstar,40020
Lil Tjay & 6LACK,Calling My Phone,140728
WizKid & Justin Bieber & Tems,Essence,11341
Justin Bieber & Quavo,Intentions,232210
Justin Bieber & Daniel Caesar & Giveon,Peaches,56589
Kate Bush,Running Up That Hill (A Deal With God),111496
WizKid & Justin Bieber & Tems,Essence,13245
Eslabon Armado & Peso Pluma,Ella Baila Sola,139153
Morgan Wallen,You Proof,134826
Polo G,Rapstar,211395
Steve Lacy,Bad Habit,122313
OneRepublic,I Ain't Worried,274227
Rihanna,Lift Me Up,41853
CJ,Whoopty,24101
Drake & 21 Savage,Jimmy Cooks,296920
Bad Bunny & Jhay Cortez,Dakiti,268031
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,287591
Morgan Wallen,Thought You Should Know,176388
Miley Cyrus,Midnight Sky,174895
WizKid & Justin Bieber & Tems,Essence,67212
Arizona Zervas,Roxanne,84808
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,171580
Morgan Wallen,You Proof,103064
Cardi B & Megan Thee Stallion,WAP,62155
Doja Cat & SZA,Kiss Me More,206444
Lewis Capaldi,Someone You Loved,66625
Beyonce,Break My Soul,118958
Morgan Wallen,You Proof,241526
Drake,Toosie Slide,241319
David Kushner,Daylight,217158
Raye & 070 Shake,Escapism,118012
SAINt JHN,Roses,212402
Rihanna,Lift Me Up,79554
Jack Harlow,First Class,6715
The Weeknd,Blinding Lights,48744
Justin Bieber & Quavo,Intentions,61524
Camila Cabello & DaBaby,My Oh My,70095
Drake,Toosie Slide,16343
David Kushner,Daylight,35412
Tate McRae,Greedy,174577
Ed Sheeran,Bad Habits,8281
Kane Brown With Katelyn Brown,Thank God,39402
Rihanna,Lift Me Up,215206
DJ Ti.sto,The Business,219807
DJ Ti.sto,The Business,171744
Coi Leray,Players,192329
Chris Brown,Under The Influence,241712
Jordan Davis & Luke Bryan,Buy Dirt,198789
Lady Gaga & Ariana Grande,Rain On Me,180006
Camila Cabello & Ed Sheeran,Bam Bam,178596
BTS,Dynamite,244308
Farruko,Pepas,109515
Doja Cat,Paint The Town Red,214415
DJ Ti.sto & Ava Max,The Motto,183144
Latto,Big Energy,98838
CJ,Whoopty,111408
Raye & 070 Shake,Escapism,130375
Adele,Easy On Me,28349
Roddy Ricch,The Box,48528
Gayle,abcdefu,169117
The Weeknd,Take My Breath,172832
Bad Bunny,Titi me pregunto,2314
Morgan Wallen,Last Night,219794
Saweetie & Doja Cat,Best Friend,120407
Bobby Helms,Jingle Bell Rock,38098
OneRepublic,I Ain't Worried,93675
Giveon,Heartbreak Anniversary,162500
Nicky Youre & dazy,Sunroof,118115
Oliver Tree & Robin Schulz,Miss You,221015
Eslabon Armado & Peso Pluma,Ella Baila Sola,155179
Lizzo,About Damn Time,159675
SAINt JHN,Roses,281609
Billie Eilish,Happier Than Ever,190904
Luke Combs,The Kind of Love We Make,252101
Doja Cat,Need To Know,144228
Brenda Lee,Rockin' Around The Christmas Tree,29154
Gunna,Fukumean,284534
Drake & Future & Young Thug,Way 2 Sexy,94027
Rema,Calm Down,189989
Pop Smoke,What You Know Bout Love,99008
Apache 207,Roller,154319
Doja Cat & SZA,Kiss Me More,66562
Toosii,Favorite Song,148216
Tate McRae,You Broke Me First,265525
Maroon 5,Memories,72786
AJR,Bang!,41005
Olivia Rodrigo,Drivers License,32824
Beyonce,Break My Soul,173840
The Kid LAROI,Without You,59286
Doja Cat & The Weeknd,You Right,73025
Jack Harlow,First Class,174178
Brenda Lee,Rockin' Around The Christmas Tree,90861
Billie Eilish,Happier Than Ever,132692
Bad Bunny & Jhay Cortez,Dakiti,114754
Latto,Big Energy,92645
Brenda Lee,Rockin' Around The Christmas Tree,200900
David Kushner,Daylight,138896
Doja Cat & The Weeknd,You Right,160293
Latto,Big Energy,21580
Post Malone & Doja Cat,I Like You (A Happier Song),180241
Lil Durk & J Cole,All My Life,148400
Coi Leray,Players,13162
Lil Nas & Jack Harlow,Industry Baby,207351
Eslabon Armado & Peso Pluma,Ella Baila Sola,91823
Joji,Glimpse Of Us,168245
Drake & 21 Savage & Project Pat,Knife Talk,16182
Jelly Roll,Need A Favor,177215
Olivia Rodrigo,Good 4 U,109667
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,159491
Elton John & Dua Lipa,Cold Heart,208214
Billie Eilish,everything i wanted,42874
Jose Feliciano,Feliz Navidad,36733
Elton John & Dua Lipa,Cold Heart,226608
Saweetie & Doja Cat,Best Friend,295705
Doja Cat,Vegas,265344
AJR,Bang!,216532
Morgan Wallen,Thought You Should Know,4832
Arizona Zervas,Roxanne,40817
Morgan Wallen,You Proof,177970
Jordan Davis & Luke Bryan,Buy Dirt,50522
Dua Lipa,Don't Start Now,37522
Shouse,Love Tonight,162591
Elton John & Dua Lipa,Cold Heart,208562
Masked Wolf,Astronaut In The Ocean,220025
BTS,Dynamite,206797
Nathan Evans,Wellerman,231429
The Weeknd & Ariana Grande,Save Your Tears,162782
Surf Mesa & Emilee,ILY (I Love You Baby),23451
Sam Smith & Kim Petras,Unholy,124776
Gunna,Fukumean,68349
Future & Drake & Tems,WAIT FOR U,123784
Rosa Linn,Snap,13632
Pop Smoke & Lil Baby & DaBaby,For The Night,222987
Lewis Capaldi,Before You Go,106950
Ed Sheeran,Bad Habits,8338
Doja Cat & Nicki Minaj,Say So,247965
Olivia Rodrigo,Good 4 U,95893
Lewis Capaldi,Before You Go,179603
Rema & Selena Gomez,Calm Down,200367
Jordan Davis & Luke Bryan,Buy Dirt,20417
SZA,Kill Bill,98801
Ariana Grande,Positions,166575
Billie Eilish,everything i wanted,202605
Meghan Trainor,Made You Look,140513
SZA,Snooze,47365
Rihanna,Lift Me Up,180628
Morgan Wallen,Thought You Should Know,8331
Gunna,Fukumean,214691
Em Beihold,Numb Little Bug,71460
Giveon,Heartbreak Anniversary,173167
Andy Williams,It's The Most Wonderful Time Of The Year,271818
Fifty Fifty,Cupid,287705
Drake,Toosie Slide,64194
Powfu & Beabadoobee,Death Bed,181369
Lil Nas X,Montero (Call Me By Your Name),65455
Coi Leray,Players,163855
CKay,Love Nwantiti,225673
Harry Styles,Adore You,85458
Jack Harlow,First Class,247247
Chris Brown & Young Thug,Go Crazy,292015
Bailey Zimmerman,Rock And A Hard Place,45880
Kenya Grace,Strangers,6023
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,173806
OneRepublic,I Ain't Worried,37618
24kGoldn & Iann Dior,Mood,219239
Morgan Wallen,You Proof,77160
Toosii,Favorite Song,63026
Doja Cat,Vegas,71246
Luke Combs,Fast Car,277010
BTS,Butter,79681
Ed Sheeran,Bad Habits,68370
Olivia Rodrigo,Drivers License,157795
Morgan Wallen,Thought You Should Know,139070
Camila Cabello & Ed Sheeran,Bam Bam,235442
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,246787
Steve Lacy,Bad Habit,155771
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,251482
Elton John & Dua Lipa,Cold Heart,147393
Surf Mesa & Emilee,ILY (I Love You Baby),30519
Harry Styles,Late Night Talking,133777
Camila Cabello & Ed Sheeran,Bam Bam,266349
Lil Uzi Vert,Just Wanna Rock,184323
Lil Mosey,Blueberry Faygo,114644
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,2236
Lady Gaga & Ariana Grande,Rain On Me,87125
Post Malone,Circles,42619
Masked Wolf,Astronaut In The Ocean,151761
Cardi B,Up,242165
Oliver Tree & Robin Schulz,Miss You,270193
Sam Smith & Kim Petras,Unholy,16993
Rema & Selena Gomez,Calm Down,7330
Miley Cyrus,Flowers,256896
Masked Wolf,Astronaut In The Ocean,1424
Apache 207,Roller,170390
Walker Hayes,Fancy Like,296450
Harry Styles,Watermelon Sugar,171354
Miguel,Sure Thing,283351
Drake & Lil Durk,Laugh Now Cry Later,239479
Imagine Dragons & JID,Enemy,72596
Maroon 5,Memories,13585
Dua Lipa,Break My Heart,111523
Roddy Ricch,The Box,205273
The Weeknd & Ariana Grande,Die For You,232830
Jose Feliciano,Feliz Navidad,64313
The Killers,Mr Brightside,283260
SAINt JHN,Roses (Imanbek Remix),122573
WizKid & Justin Bieber & Tems,Essence,42657
Olivia Rodrigo,Vampire,233464
24kGoldn & Iann Dior,Mood,176630
DJ Ti.sto & Ava Max,The Motto,23586
Kodak Black,Super Gremlin,166934
Tate McRae,You Broke Me First,130535
Raye & 070 Shake,Escapism,35139
Kodak Black,Super Gremlin,165640
Morgan Wallen,Sand In My Boots,139470
Luke Combs,The Kind of Love We Make,143259
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,10799
Topic & A7S,Breaking Me,295003
Drake & 21 Savage,Rich Flex,126521
Justin Bieber & Chance The Rapper,Holy,140891
Morgan Wallen,Wasted On You,93464
Lewis Capaldi,Someone You Loved,218233
Post Malone & The Weeknd,One Right Now,39768
Latto,Big Energy,110931
Chris Brown,Under The Influence,21479
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),49945
Doja Cat & Nicki Minaj,Say So,59907
Raye & 070 Shake,Escapism,177312
Ed Sheeran,Bad Habits,81306
Dua Lipa,Don't Start Now,117097
Burl Ives,A Holly Jolly Christmas,223254
The Weeknd,Take My Breath,207751
Arizona Zervas,Roxanne,69118
Pop Smoke & Lil Baby & DaBaby,For The Night,153320
Maren Morris,The Bones,87369
Drake & Lil Durk,Laugh Now Cry Later,57760
Camila Cabello & Ed Sheeran,Bam Bam,94045
Gabby Barrett & Charlie Puth,I Hope,102568
Adele,Easy On Me,79327
Kelly Clarkson,Underneath The Tree,207668
Stephen Sanchez,Until I Found You,291641
Farruko,Pepas,221698
Jack Harlow & DaBaby, Tory Lanez & Lil' Wayne,WHATS POPPIN,284821
BTS,Butter,97244
Billie Eilish,Bad Guy,99724
Harry Styles,Late Night Talking,239678
Gayle,abcdefu,87038
Saweetie & Doja Cat,Best Friend,85204
Taylor Swift,Anti-Hero,85375
Meghan Trainor,Made You Look,260468
Lil Durk & J Cole,All My Life,163823
Gunna,Fukumean,42690
Maren Morris,The Bones,223800
The Weeknd,Blinding Lights,93945
Bad Bunny & Chencho Corleone,Me porto bonito,293330
Future & Drake,Life Is Good,24079
Kelly Clarkson,Underneath The Tree,9990
The Weeknd & Ariana Grande,Die For You,114585
Morgan Wallen,Thought You Should Know,157628
Fireboy DML & Ed Sheeran,Peru,152357
Miley Cyrus,Midnight Sky,51434
Kate Bush,Running Up That Hill (A Deal With God),70856
OneRepublic,I Ain't Worried,175405
Luke Combs,Fast Car,4606
Future & Drake & Tems,WAIT FOR U,238726
Powfu & Beabadoobee,Death Bed,55389
Ed Sheeran,Shivers,32643
Chris Brown,Under The Influence,244628
Chris Brown,Under The Influence,251539
Jack Harlow,First Class,124180
Trevor Daniel,Falling,241489
Cardi B & Megan Thee Stallion,WAP,89038
The Killers,Mr Brightside,200463
Tones & I,Dance Monkey,73237
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,283154
Harry Styles,Watermelon Sugar,219386
Oliver Tree & Robin Schulz,Miss You,298142
Bad Bunny & Jhay Cortez,Dakiti,205779
Bad Bunny,Titi me pregunto,162344
The Weeknd & Ariana Grande,Die For You,73869
Zach Bryan,Something In The Orange,236884
Jordan Davis & Luke Bryan,Buy Dirt,74724
Jelly Roll,Need A Favor,175168
Elton John & Dua Lipa,Cold Heart,275886
Toosii,Favorite Song,146447
Lewis Capaldi,Someone You Loved,34994
Shouse,Love Tonight,40835
Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz,We Don't Talk About Bruno,150025
Zach Bryan & Kacey Musgraves,I Remember Everything,76037
Kate Bush,Running Up That Hill (A Deal With God),282236
Post Malone,Circles,45415
Joji,Glimpse Of Us,82418
Tate McRae,You Broke Me First,210806
Drake & Lil Durk,Laugh Now Cry Later,35335
DJ Ti.sto & Ava Max,The Motto,1490
David Kushner,Daylight,146749
Gunna,Fukumean,106802
Taylor Swift,Lavender Haze,22658
Kenya Grace,Strangers,59533
Kodak Black,Super Gremlin,186255
Doja Cat,Woman,208923
Zach Bryan & Kacey Musgraves,I Remember Everything,57843
Lil Nas X,Thats What I Want,155925
Zach Bryan,Something In The Orange,179599
Tate McRae,You Broke Me First,244431
Zach Bryan & Kacey Musgraves,I Remember Everything,258510
Doja Cat & SZA,Kiss Me More,183704
Doja Cat & The Weeknd,You Right,131956
Justin Bieber & Chance The Rapper,Holy,50098
Steve Lacy,Bad Habit,50387
The Killers,Mr Brightside,20140
Bobby Helms,Jingle Bell Rock,149452
Harry Styles,Late Night Talking,149418
Miley Cyrus,Flowers,35949
Bailey Zimmerman,Rock And A Hard Place,43383
David Guetta & Bebe Rexha,I'm Good (Blue),92160
Jelly Roll,Need A Favor,145355
Post Malone & Doja Cat,I Like You (A Happier Song),11475
DJ Ti.sto,The Business,297629
The Kid LAROI,Without You,263859
Morgan Wallen,You Proof,137265
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),131731
The Weeknd,Take My Breath,25803
Olivia Rodrigo,Good 4 U,102047
Morgan Wallen,Wasted On You,46125
The Weeknd & Ariana Grande,Save Your Tears,34320
Drake,Toosie Slide,35260
Billie Eilish,Happier Than Ever,142616
Elton John & Dua Lipa,Cold Heart,172958
Beyonce,Cuff It,289660
The Weeknd,Blinding Lights,154298
CKay,Love Nwantiti,219553
The Weeknd & Ariana Grande,Save Your Tears,4277
Olivia Rodrigo,Deja Vu,75089
Miley Cyrus,Flowers,111091
SZA,Kill Bill,127728
Doja Cat,Woman,293039
Jordan Davis & Luke Bryan,Buy Dirt,53543
Coi Leray,Players,285465
Dove Cameron,Boyfriend,104512
Polo G,Rapstar,48204
Ed Sheeran,Eyes Closed,255135
Ava Max,Kings & Queens,95806
Billie Eilish,everything i wanted,255849
Lewis Capaldi,Before You Go,116218
CKay,Love Nwantiti,61326
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,253329
Camila Cabello & Ed Sheeran,Bam Bam,281551
Kane Brown With Katelyn Brown,Thank God,73194
DJ Ti.sto,The Business,295510
Giveon,Heartbreak Anniversary,134602
Rema & Selena Gomez,Calm Down,199773
WizKid & Justin Bieber & Tems,Essence,253881
Olivia Rodrigo,Drivers License,299824
SAINt JHN,Roses,228354
Miley Cyrus,Flowers,118915
Chris Brown,Under The Influence,76228
Jawsh 685 & Jason Derulo,Savage Love (Laxed - Siren Beat),113532
Jack Harlow,First Class,179824
Justin Bieber & Daniel Caesar & Giveon,Peaches,166500
Tom Odell,Another Love,44738
Farruko,Pepas,181501
Raye & 070 Shake,Escapism,76647
Morgan Wallen,Wasted On You,32203
Nicky Youre & dazy,Sunroof,299217
WizKid & Justin Bieber & Tems,Essence,116088
OneRepublic,I Ain't Worried,138776
Harry Styles,As It Was,220226
Glass Animals,Heat Waves,221381
Billie Eilish,Therefore I Am,292734
Trevor Daniel,Falling,159953
Chris Brown & Young Thug,Go Crazy,64262
Gayle,abcdefu,123684
Miley Cyrus,Flowers,227595
Miguel,Sure Thing,271475
Nicky Youre & dazy,Sunroof,1312
SAINt JHN,Roses (Imanbek Remix),82789
Doja Cat & SZA,Kiss Me More,283020
JVKE,golden hour,11912
DJ Ti.sto & Ava Max,The Motto,174210
Camila Cabello & DaBaby,My Oh My,289454
Lil Mosey,Blueberry Faygo,213363
Em Beihold,Numb Little Bug,11045
Michael Buble,It's Beginning To Look A Lot Like Christmas,160657
Coi Leray,Players,233160
Post Malone & Doja Cat,I Like You (A Happier Song),266254
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,158443
Post Malone,Chemical,100793
Rema,Calm Down,288880
Stephen Sanchez,Until I Found You,97024
Cardi B & Megan Thee Stallion,WAP,70653
Steve Lacy,Bad Habit,242100
Harry Styles,Adore You,156223
AJR,Bang!,53323
Stephen Sanchez,Until I Found You,173303
Harry Styles,As It Was,236131
Kenya Grace,Strangers,221097
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,68615
SAINt JHN,Roses (Imanbek Remix),83748
Ed Sheeran,Bad Habits,17148
Beyonce,Cuff It,242624
Wham!,Last Christmas,96191
Brenda Lee,Rockin' Around The Christmas Tree,120461
Dove Cameron,Boyfriend,247027
Billie Eilish,What Was I Made For?,176772
Doja Cat & SZA,Kiss Me More,295993
Lady Gaga & Ariana Grande,Rain On Me,22544
JVKE,golden hour,261918
Dua Lipa & DaBaby,Levitating,264157
Beyonce,Break My Soul,105712
Olivia Rodrigo,Good 4 U,172481
Luke Combs,Forever After All,211000
Billie Eilish,Therefore I Am,191271
The Weeknd & Ariana Grande,Save Your Tears,89354
Miley Cyrus,Flowers,151767
Imagine Dragons & JID,Enemy,75105
Kodak Black,Super Gremlin,52382
Olivia Rodrigo,Traitor,51393
Miguel,Sure Thing,213863
Kenya Grace,Strangers,238483
Drake & Lil Durk,Laugh Now Cry Later,82752
Powfu & Beabadoobee,Death Bed,107401
Camila Cabello & Ed Sheeran,Bam Bam,88291
Pop Smoke,What You Know Bout Love,153089
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,198254
Maren Morris,The Bones,2359
Lewis Capaldi,Before You Go,149080
Imagine Dragons & JID,Enemy,246188
Pop Smoke,What You Know Bout Love,167171
Jose Feliciano,Feliz Navidad,171296
Fireboy DML & Ed Sheeran,Peru,289923
Lost Frequencies & Calum Scott,Where Are You Now,197363
Morgan Wallen,Last Night,279992
Justin Bieber,Ghost,240740
Justin Bieber & Quavo,Intentions,268431
Gayle,abcdefu,106338
Rosa Linn,Snap,121187
Surf Mesa & Emilee,ILY (I Love You Baby),261927
Kane Brown With Katelyn Brown,Thank God,109224
Chris Brown & Young Thug,Go Crazy,190009
OneRepublic,I Ain't Worried,10711
Rihanna,Lift Me Up,279411
Doja Cat,Need To Know,138297
Nat King Cole,The Christmas Song (Merry Christmas To You),54318
Chris Brown,Under The Influence,9173
Pop Smoke & Lil Baby & DaBaby,For The Night,197108
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,288076
Kelly Clarkson,Underneath The Tree,224324
BTS,Dynamite,72760
David Guetta & Bebe Rexha,I'm Good (Blue),155007
Lil Nas & Jack Harlow,Industry Baby,205875
Doja Cat,Paint The Town Red,190986
Jose Feliciano,Feliz Navidad,75916
Morgan Wallen,Sand In My Boots,60892
Nathan Evans,Wellerman,48099
The Kid LAROI,Without You,223219
Zach Bryan,Something In The Orange,73485
Rema & Selena Gomez,Calm Down,59496
Joel Corry & MNEK,Head & Heart,256806
Kane Brown With Katelyn Brown,Thank God,89082
Post Malone & The Weeknd,One Right Now,101067
Drake & Future & Young Thug,Way 2 Sexy,219519
Rema & Selena Gomez,Calm Down,56865
The Weeknd,Take My Breath,162374
Rema & Selena Gomez,Calm Down,180181
Luke Combs,Forever After All,7152
Ava Max,Kings & Queens,121466
BTS,Butter,208496
Tom Odell,Another Love,134559
Coi Leray,Players,269620
Rema & Selena Gomez,Calm Down,187612
Lil Nas & Jack Harlow,Industry Baby,47077
The Kid LAROI,Without You,62805
Powfu & Beabadoobee,Death Bed,130102
Nicki Minaj & Ice Spice with Aqua,Barbie World,253651
Nathan Evans,Wellerman,63058
CJ,Whoopty,4609
Adele,Easy On Me,271878
Brenda Lee,Rockin' Around The Christmas Tree,143368
Post Malone,Circles,13166
Tate McRae,She's All I Wanna Be,113050
Kodak Black,Super Gremlin,95233
Em Beihold,Numb Little Bug,77365
Polo G,Rapstar,295807
Morgan Wallen,Sand In My Boots,229613
Nathan Evans,Wellerman,99510
Surf Mesa & Emilee,ILY (I Love You Baby),220322
Doja Cat,Paint The Town Red,37447
Rema,Calm Down,99442
AJR,Bang!,230471
Wham!,Last Christmas,100640
Dua Lipa,Break My Heart,109708
Brenda Lee,Rockin' Around The Christmas Tree,289822
The Weeknd & Ariana Grande,Die For You,181533
Walker Hayes,Fancy Like,84544
Wham!,Last Christmas,153608
Justin Bieber,Ghost,273171
Lil Mosey,Blueberry Faygo,168999
Taylor Swift,Lavender Haze,179572
Bad Bunny & Chencho Corleone,Me porto bonito,273795
Billie Eilish,Bad Guy,42039
Doja Cat,Need To Know,264516
Justin Bieber & Quavo,Intentions,105050
The Weeknd & Ariana Grande,Die For You,53845
Billie Eilish,Happier Than Ever,65796
Beyonce,Break My Soul,12972
Lady Gaga & Ariana Grande,Rain On Me,39308
Toosii,Favorite Song,165287
Beyonce,Cuff It,93690
DJ Ti.sto & Ava Max,The Motto,149311
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,172628
Pop Smoke & Lil Baby & DaBaby,For The Night,27200
Tones & I,Dance Monkey,49759
Brenda Lee,Rockin' Around The Christmas Tree,135525
Rihanna,Lift Me Up,82297
Bad Bunny & Jhay Cortez,Dakiti,146940
Lil Nas X,Thats What I Want,293225
Justin Bieber & Chance The Rapper,Holy,240123
Bad Bunny & Jhay Cortez,Dakiti,276348
Taylor Swift,Anti-Hero,48924
Drake & 21 Savage,Rich Flex,173737
SAINt JHN,Roses (Imanbek Remix),125140
Masked Wolf,Astronaut In The Ocean,12119
Adele,Easy On Me,137699
Maren Morris,The Bones,164749
Meghan Trainor,Made You Look,78912
Lil Nas X,Thats What I Want,138326
Coi Leray,Players,158767
Lil Tjay & 6LACK,Calling My Phone,250728
WizKid & Justin Bieber & Tems,Essence,68557
Morgan Wallen,Wasted On You,149927
Apache 207,Roller,139241
Ava Max,Kings & Queens,227042
The Ronettes,Sleigh Ride,118338
The Weeknd & Ariana Grande,Save Your Tears,244738
Miley Cyrus,Flowers,210297
Silk Sonic (Bruno Mars & Anderson .Paak),Leave The Door Open,83431
Maroon 5 & Megan Thee Stallion,Beautiful Mistakes,264668
Taylor Swift,Anti-Hero,176526
AJR,Bang!,166127
Doja Cat,Need To Know,247382
Joel Corry & MNEK,Head & Heart,163607
Walker Hayes,Fancy Like,8887
Jose Feliciano,Feliz Navidad,161618
Metro Boomin, The Weeknd & 21 Savage,Creepin',155882
Raye & 070 Shake,Escapism,159620
Cardi B & Megan Thee Stallion,WAP,293019
Dua Lipa,Dance The Night,135718
Lil Uzi Vert,Just Wanna Rock,185242
Future & Drake,Life Is Good,203963
BTS,Dynamite,156833
Gayle,abcdefu,247161
Pop Smoke & Lil Baby & DaBaby,For The Night,275221
Nicki Minaj & Ice Spice with Aqua,Barbie World,192103
Morgan Wallen,Wasted On You,213199
24kGoldn & Iann Dior,Mood,197845
Pop Smoke & Lil Baby & DaBaby,For The Night,184164
The Killers,Mr Brightside,56737
Billie Eilish,Bad Guy,41380
Miley Cyrus,Midnight Sky,102688
Apache 207,Roller,269858
Luke Combs,Fast Car,297945
Beyonce,Break My Soul,130943
Drake & Future & Young Thug,Way 2 Sexy,135907
Miley Cyrus,Midnight Sky,59312
Pop Smoke,What You Know Bout Love,41247
OneRepublic,I Ain't Worried,77494
Gabby Barrett & Charlie Puth,I Hope,95694
Nicky Youre & dazy,Sunroof,122485
Dua Lipa,Dance The Night,220555
Kelly Clarkson,Underneath The Tree,31449
Bobby Helms,Jingle Bell Rock,35977
OneRepublic,I Ain't Worried,153179
Miguel,Sure Thing,169436
Justin Bieber & Daniel Caesar & Giveon,Peaches,270358
Fifty Fifty,Cupid,32171
Topic & A7S,Breaking Me,168831
SZA,Snooze,220330
Brenda Lee,Rockin' Around The Christmas Tree,155834
Morgan Wallen,You Proof,27059
Lil Nas X,Thats What I Want,13987
Surf Mesa & Emilee,ILY (I Love You Baby),16299
Future & Drake,Life Is Good,99018
Coi Leray,Players,93445
Morgan Wallen,Thinkin' Bout Me,120931
Morgan Wallen,Thinkin' Bout Me,138516
Pop Smoke & Lil Baby & DaBaby,For The Night,101499
Mariah Carey,All I Want For Christmas Is You,288552
Em Beihold,Numb Little Bug,238749
Future & Drake,Life Is Good,76249
Gayle,abcdefu,260905
Tom Odell,Another Love,274638
Billie Eilish,Therefore I Am,148681
Dove Cameron,Boyfriend,79872
Doja Cat,Vegas,222557
Justin Bieber & Quavo,Intentions,263466
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,219197
Fireboy DML & Ed Sheeran,Peru,142747
David Kushner,Daylight,259011
Justin Bieber & Quavo,Intentions,146225
Billie Eilish,everything i wanted,97242
Tones & I,Dance Monkey,195264
Bailey Zimmerman,Rock And A Hard Place,293809
Elton John & Dua Lipa,Cold Heart,188384
Zach Bryan,Something In The Orange,62116
Bailey Zimmerman,Rock And A Hard Place,154754
Machine Gun Kelly & BLACKBEAR,My Ex's Best Friend,260154
Olivia Rodrigo,Traitor,148679
Nicky Youre & dazy,Sunroof,31747
Saweetie & Doja Cat,Best Friend,282260
Imagine Dragons & JID,Enemy,217901
Ariana Grande,Positions,197796
Billie Eilish,everything i wanted,68381
CKay,Love Nwantiti,19502
Nicky Youre & dazy,Sunroof,194784
Apache 207,Roller,58737
Joji,Glimpse Of Us,130028
Future & Drake,Life Is Good,209794
Harry Styles,Watermelon Sugar,47861
Ed Sheeran,Eyes Closed,296935
Miley Cyrus,Flowers,8556
Farruko,Pepas,221380
Dove Cameron,Boyfriend,123589
Ed Sheeran,Shivers,96293
Camila Cabello & DaBaby,My Oh My,66463
Jack Harlow,First Class,17649
Billie Eilish,Happier Than Ever,75798
Pop Smoke,What You Know Bout Love,299724
BTS,Dynamite,30577
Harry Styles,Adore You,25929
SAINt JHN,Roses (Imanbek Remix),187797
Dean Martin,Let It Snow! Let It Snow! Let It Snow!,8933
Justin Bieber,Ghost,201491
David Guetta & Bebe Rexha,I'm Good (Blue),94479
Lewis Capaldi,Someone You Loved,225609
PinkPantheress & Ice Spice,Boy's A Liar,Pt. 2,147806
Nathan Evans,Wellerman,112642
